"notation","title","description","id","title_en","description_en"
"","Kompetenzstufe Ia","","t6u",,
"","Kompetenzstufe Ib","","b5u",,
"","Kompetenzstufe II","","f4q",,
"","Kompetenzstufe III","","c6v",,
"","Kompetenzstufe IV","","b5f",,
"","Kompetenzstufe V","","f2h",,
