"notation","title","description","id","title_en","description_en"
"","Kompetenzstufe I","","v2r",,
"","Kompetenzstufe II","","b5b",,
"","Kompetenzstufe III","","f7f",,
"","Kompetenzstufe IV","","u9f",,
"","Kompetenzstufe V","","y9a",,
