"notation","title","description","id","title_en","description_en"
"","Kompetenzstufe I","","y4t",,
"","Kompetenzstufe II","","b4a",,
"","Kompetenzstufe III","","t7e",,
"","Kompetenzstufe IV","","s5d",,
"","Kompetenzstufe V","","a9v",,
